,etext,author,book,url
2662,371,henry b henry benjamin wheatley,literary blunders a chapter in the history of human error,raw/371/pg371.txt.utf8
2663,20887,john morley,critical miscellanies vol 3 of 3  essay 2 the death of mr mill  essay 3 mr mills autobiography,raw/20887/pg20887.txt.utf8
2664,10956,viscount morley,indian speeches 19071909,raw/10956/pg10956.txt.utf8
2665,29724,a c austin craig apgar,trees of the northern united states  their study description and determination,raw/29724/pg29724.txt.utf8
2666,26040,timothy boardman,logbook of timothy boardman  kept on board the privateer oliver cromwell during a  cruise from new london ct to charleston s c and  return in 1778 also a biographical sketch of the author,raw/26040/pg26040.txt.utf8
2667,32219,louis charles adlaide de chamisso de boncourt,the marvellous history of the shadowless man and the cold heart,raw/32219/pg32219.txt.utf8
2668,35252,elisabeth burstenbinder,under a charm a novel vol ii,raw/35252/pg35252.txt.utf8
2669,9900,richard briscoe cook,the grand old man  or the life and public services of the right honorable william ewart gladstone four times prime minister of england,raw/9900/pg9900.txt.utf8
2670,18765,basil wilson duke,famous adventures and prison escapes of the civil war,raw/18765/pg18765.txt.utf8
2671,17434,arthur griffiths,the thin red line and blue blood,raw/17434/pg17434.txt.utf8
2672,33688,m y halidom,tales of the wonder club volume i,raw/33688/pg33688.txt.utf8
2673,26334,william edward hartpole lecky,the map of life  conduct and character,raw/26334/pg26334.txt.utf8
2674,36043,prosperolivier lissagary,history of the commune of 1871,raw/36043/pg36043.txt.utf8
2675,19463,thomas raynesford lounsbury,james fenimore cooper  american men of letters,raw/19463/pg19463.txt.utf8
2676,17606,otis tufton mason,throwingsticks in the national museum  third annual report of the bureau of ethnology to the  secretary of the smithsonian institution 188384  government printing office washington 1890 pages 279289,raw/17606/pg17606.txt.utf8
2677,20879,john morley,critical miscellanies vol i  essay 3 byron,raw/20879/pg20879.txt.utf8
2678,17954,viscount morley,critical miscellanies vol 3 of 3  the life of george eliot,raw/17954/pg17954.txt.utf8
2679,12922,viscount morley,burke,raw/12922/pg12922.txt.utf8
2680,326,john muir,steep trails  california utah nevada washington oregon the grand canyon,raw/326/pg326.txt.utf8
2681,12298,john muir,the grand caon of the colorado,raw/12298/pg12298.txt.utf8
2682,18359,john muir,the story of my boyhood and youth,raw/18359/pg18359.txt.utf8
2683,6128,e p edward payson roe,his sombre rivals,raw/6128/pg6128.txt.utf8
2684,5320,e p edward payson roe,taken alive,raw/5320/pg5320.txt.utf8
2685,5437,edward payson roe,an original belle,raw/5437/pg5437.txt.utf8
2686,5433,edward payson roe,without a home,raw/5433/pg5433.txt.utf8
2687,24665,edwin george rundle,a soldiers life  being the personal reminiscences of edwin g rundle,raw/24665/pg24665.txt.utf8
2688,17126,margaret elizabeth munson sangster,five happy weeks,raw/17126/pg17126.txt.utf8
2689,24697,horace e scudder,seven little people and their friends,raw/24697/pg24697.txt.utf8
2690,19989,annie trumbull slosson,storytell lib,raw/19989/pg19989.txt.utf8
2691,23698,francis hopkinson smith,fiddles  1909,raw/23698/pg23698.txt.utf8
2692,6058,albion winegar tourgee,bricks without straw a novel,raw/6058/pg6058.txt.utf8
2693,35168,e werner,danira,raw/35168/pg35168.txt.utf8
2694,20135,johan olof wallin,the angel of death,raw/20135/pg20135.txt.utf8
2695,4095,walter pater,plato and platonism,raw/4095/pg4095.txt.utf8
2696,21636,george cupples,bluff crag  or a good word costs nothing,raw/21636/pg21636.txt.utf8
2697,25672,hezekiah butterworth,in the boyhood of lincoln  a tale of the tunker schoolmaster and the times of black hawk,raw/25672/pg25672.txt.utf8
2698,18175,john hartley,yorksher puddin  a collection of the most popular dialect stories from the  pen of john hartley,raw/18175/pg18175.txt.utf8
2699,26216,jules hippolyte lermina,the son of montecristo,raw/26216/pg26216.txt.utf8
2700,43127,mrs molesworth,an enchanted garden  fairy stories,raw/43127/pg43127.txt.utf8
2701,33544,molesworth mrs mary louisa molesworth,carrots just a little boy,raw/33544/pg33544.txt.utf8
2702,39047,molesworth mrs mary louisa molesworth,nurse heatherdales story,raw/39047/pg39047.txt.utf8
2703,39812,molesworth mrs mary louisa molesworth,the oriel window,raw/39812/pg39812.txt.utf8
2704,43128,molesworth mrs mary louisa molesworth,jasper,raw/43128/pg43128.txt.utf8
2705,12486,william apes,indian nullification of the unconstitutional laws of massachusetts relative to the marshpee tribe  or the pretended riot explained,raw/12486/pg12486.txt.utf8
2706,30749,micah balwhidder,ringan gilhaize or the covenanters,raw/30749/pg30749.txt.utf8
2707,36495,john frederick blake,astronomical myths  based on flammarionss history of the heavens,raw/36495/pg36495.txt.utf8
2708,14836,annie allnutt brassey,a voyage in the sunbeam our home on the ocean for eleven months,raw/14836/pg14836.txt.utf8
2709,14881,hezekiah butterworth,the log schoolhouse on the columbia,raw/14881/pg14881.txt.utf8
2710,37814,hezekiah butterworth,the story of magellan and the discovery of the philippines,raw/37814/pg37814.txt.utf8
2711,20896,ann jane dunn douglas cupples,carrys rose  or the magic of kindness a tale for the young,raw/20896/pg20896.txt.utf8
2712,21685,george cupples,the cockatoos story,raw/21685/pg21685.txt.utf8
2713,34677,george cary eggleston,red eagle and the wars with the creek indians of alabama,raw/34677/pg34677.txt.utf8
2714,20849,george cary eggleston,the big brother  a story of indian war,raw/20849/pg20849.txt.utf8
2715,17575,john mead gould,how to camp out,raw/17575/pg17575.txt.utf8
2716,32258,john mead gould,joseph k f mansfield brigadier general of the us army  a narrative of events connected with his mortal wounding at antietam sharpsburg maryland september 17 1862,raw/32258/pg32258.txt.utf8
2717,17799,john hartley,yorkshire ditties second series  to which is added the cream of wit and humour  from his popular writings,raw/17799/pg17799.txt.utf8
2718,18176,john hartley,yorkshire tales third series  amusing sketches of yorkshire life in the yorkshire dialect,raw/18176/pg18176.txt.utf8
2719,43112,mary louisa stewart molesworth,sweet content,raw/43112/pg43112.txt.utf8
2720,26015,mary louisa stewart molesworth,a christmas posy,raw/26015/pg26015.txt.utf8
2721,43108,mary louisa stewart molesworth,white turrets,raw/43108/pg43108.txt.utf8
2722,43130,mrs molesworth,lettice,raw/43130/pg43130.txt.utf8
2723,31019,mrs molesworth,four ghost stories,raw/31019/pg31019.txt.utf8
2724,2026,wilhelm otto august niemann,the coming conquest of england,raw/2026/pg2026.txt.utf8
2725,22019,uida ouida,wisdom wit and pathos of ouida  selected from the works of ouida,raw/22019/pg22019.txt.utf8
2726,20556,a s alpheus spring packard,lamarck the founder of evolution  his life and work,raw/20556/pg20556.txt.utf8
2727,24409,alpheus spring packard,our common insects  a popular account of the insects of our fields forests gardens and houses,raw/24409/pg24409.txt.utf8
2728,4062,walter horatio pater,gaston de latour an unfinished romance,raw/4062/pg4062.txt.utf8
2729,4228,walter horatio pater,giordano bruno,raw/4228/pg4228.txt.utf8
2730,4057,walter pater,marius the epicurean  volume 1,raw/4057/pg4057.txt.utf8
2731,8857,samuel prior,the life studies and works of benjamin west esq  composed from materials furnished by himself,raw/8857/pg8857.txt.utf8
2732,12021,kate sanborn,adopting an abandoned farm,raw/12021/pg12021.txt.utf8
2733,34085,john todhunter,shelley and the marriage question,raw/34085/pg34085.txt.utf8
2734,7355,william h william harris wharton,texas  a brief account of the origin progress and present state of the colonial settlements of texas together with an exposition of the causes which have induced the existing war with mexico,raw/7355/pg7355.txt.utf8
2735,43529,eliza fenwick,secresy  or ruin on the rock,raw/43529/pg43529.txt.utf8
2736,29360,eliza fenwick,the bad family  other stories,raw/29360/pg29360.txt.utf8
2737,12846,timothy flint,the first white man of the west  life and exploits of col danl boone the first settler of kentucky  interspersed with incidents in the early annals of the country,raw/12846/pg12846.txt.utf8
2738,18703,james stevenson,illustrated catalogue of the collections obtained from the indians of new mexico in 1880  second annual report of the bureau of ethnology to the  secretary of the smithsonian institution 188081  government printing office washington 1883 pages 429466,raw/18703/pg18703.txt.utf8
2739,1862,louis marie alphonse daudet,tartarin of tarascon,raw/1862/pg1862.txt.utf8
2740,27058,francis amasa walker,the indian question,raw/27058/pg27058.txt.utf8
2741,8516,mile zola,the three cities trilogy lourdes complete,raw/8516/pg8516.txt.utf8
2742,8722,mile zola,the three cities trilogy rome volume 2,raw/8722/pg8722.txt.utf8
2743,36752,william pittenger,capturing a locomotive  a history of secret service in the late war,raw/36752/pg36752.txt.utf8
2744,20509,william pittenger,daring and suffering  a history of the great railroad adventure,raw/20509/pg20509.txt.utf8
2745,38008,john augustus oshea,mated from the morgue  a tale of the second empire,raw/38008/pg38008.txt.utf8
2746,31532,john augustus oshea,romantic spain a record of personal experiences vol ii,raw/31532/pg31532.txt.utf8
2747,35565,john s john shanks lindsay,the mormons and the theatre or the history of theatricals in utah,raw/35565/pg35565.txt.utf8
2748,35901,rosa nouchette carey,heriots choice a tale,raw/35901/pg35901.txt.utf8
2749,40083,rosa nouchette carey,mollies prince a novel,raw/40083/pg40083.txt.utf8
2750,24253,william graham sumner,folkways  a study of the sociological importance of usages manners customs mores and morals,raw/24253/pg24253.txt.utf8
2751,28377,alfred thayer mahan,lessons of the war with spain and other articles,raw/28377/pg28377.txt.utf8
2752,29077,alexander van millingen,byzantine churches in constantinople their history and architecture,raw/29077/pg29077.txt.utf8
2753,28331,edward s edward sylvester ellis,the young ranchers or fighting the sioux,raw/28331/pg28331.txt.utf8
2754,34681,edward s edward sylvester ellis,the frontier angel a romance of kentucky rangers life,raw/34681/pg34681.txt.utf8
2755,16869,r h jayne,oonomoo the huron,raw/16869/pg16869.txt.utf8
2756,712,r h jayne,thomas jefferson a character sketch,raw/712/pg712.txt.utf8
2757,25490,george w george wilbur peck,pecks uncle ike and the red headed boy  1899,raw/25490/pg25490.txt.utf8
2758,14815,george wilbur peck,pecks compendium of fun  comprising the choicest gems of wit humor sarcasm and pathos of americas favorite humorist,raw/14815/pg14815.txt.utf8
2759,34428,rhoda broughton,alas a novel,raw/34428/pg34428.txt.utf8
2760,12304,rhoda broughton,nancy a novel,raw/12304/pg12304.txt.utf8
2761,45178,rhoda broughton,red as a rose is she a novel,raw/45178/pg45178.txt.utf8
2762,15419,helen ekin starrett,letters to a daughter and a little sermon to school girls,raw/15419/pg15419.txt.utf8
2763,40502,palmer cox,the brownies and prince florimel  brownieland fairyland and demonland,raw/40502/pg40502.txt.utf8
2764,3258,thomas hardy,a laodicean  a story of today,raw/3258/pg3258.txt.utf8
2765,3044,thomas hardy,desperate remedies,raw/3044/pg3044.txt.utf8
2766,153,thomas hardy,jude the obscure,raw/153/pg153.txt.utf8
2767,3255,thomas hardy,moments of vision and miscellaneous verses,raw/3255/pg3255.txt.utf8
2768,2863,thomas hardy,satires of circumstance lyrics and reveries with miscellaneous pieces,raw/2863/pg2863.txt.utf8
2769,2997,thomas hardy,times laughingstocks and other verses,raw/2997/pg2997.txt.utf8
2770,2662,thomas hardy,under the greenwood tree or the mellstock quire  a rural painting of the dutch school,raw/2662/pg2662.txt.utf8
2771,26747,joshua m joshua melancthon addeman,reminiscences of two years with the colored troops  personal narratives of events in the war of the rebellion  being papers read before the rhode island soldiers and  sailors historical society no 7 second series,raw/26747/pg26747.txt.utf8
2772,27378,robert s robert stawell ball,the story of the heavens,raw/27378/pg27378.txt.utf8
2773,3969,thrse bentzan,jacqueline  volume 2,raw/3969/pg3969.txt.utf8
2774,11399,j john biddulph,the pirates of malabar and an englishwoman in india two hundred years ago,raw/11399/pg11399.txt.utf8
2775,6346,fanny burney,cecilia or memoirs of an heiress  volume 1,raw/6346/pg6346.txt.utf8
2776,31998,william a canfield,a history of the army experience of william a canfield,raw/31998/pg31998.txt.utf8
2777,16080,r nouchette rosa nouchette carey,uncle max,raw/16080/pg16080.txt.utf8
2778,28925,rosa nouchette carey,lover or friend,raw/28925/pg28925.txt.utf8
2779,2468,jules franois christophe,repertory of the comedie humaine part 1,raw/2468/pg2468.txt.utf8
2780,3929,arsne arnaud claretie,prince zilah  volume 3,raw/3929/pg3929.txt.utf8
2781,15934,arsne arnaud claretie,his excellency the minister,raw/15934/pg15934.txt.utf8
2782,33357,william h clark,reminiscences of the thirtyfourth regiment mass vol infantry,raw/33357/pg33357.txt.utf8
2783,3980,alphonse daudet,fromont and risler  complete,raw/3980/pg3980.txt.utf8
2784,3976,alphonse daudet,fromont and risler  volume 1,raw/3976/pg3976.txt.utf8
2785,25302,louis marie alphonse daudet,jack  1877,raw/25302/pg25302.txt.utf8
2786,9979,henry austin dobson,de libris prose and verse,raw/9979/pg9979.txt.utf8
2787,43489,m a may agnes earlie,the gypsy queens vow,raw/43489/pg43489.txt.utf8
2788,15875,m a may agnes earlie,the unseen bridegroom or wedded for a week,raw/15875/pg15875.txt.utf8
2789,23026,edward sylvester ellis,the phantom of the river,raw/23026/pg23026.txt.utf8
2790,17462,george t george titus ferris,great italian and french composers,raw/17462/pg17462.txt.utf8
2791,17464,george t george titus ferris,great singers first series  faustina bordoni to henrietta sontag,raw/17464/pg17464.txt.utf8
2792,17461,george t george titus ferris,the great german composers,raw/17461/pg17461.txt.utf8
2793,34381,george titus ferris,great musical composers german french and italian,raw/34381/pg34381.txt.utf8
2794,17465,george titus ferris,great singers second series  malibran to titiens,raw/17465/pg17465.txt.utf8
2795,38406,henry frith,in the yellow sea,raw/38406/pg38406.txt.utf8
2796,34807,john gerard,what was the gunpowder plot the traditional story tested by original evidence,raw/34807/pg34807.txt.utf8
2797,3049,thomas hardy,a group of noble dames,raw/3049/pg3049.txt.utf8
2798,4758,thomas hardy,late lyrics and earlier with many other verses,raw/4758/pg4758.txt.utf8
2799,3168,thomas hardy,poems of the past and the present,raw/3168/pg3168.txt.utf8
2800,2996,thomas hardy,the romantic adventures of a milkmaid,raw/2996/pg2996.txt.utf8
2801,2864,thomas hardy,the trumpetmajor,raw/2864/pg2864.txt.utf8
2802,3326,thomas hardy,the wellbeloved a sketch of a temperament,raw/3326/pg3326.txt.utf8
2803,24097,r h jayne,the story of red feather a tale of the american frontier,raw/24097/pg24097.txt.utf8
2804,31316,j w john wesley judd,the coming of evolution the story of a great revolution in science,raw/31316/pg31316.txt.utf8
2805,21562,alfred t mahan,the gulf and inland waters  the navy in the civil war volume 3,raw/21562/pg21562.txt.utf8
2806,27750,alfred t mahan,admiral farragut,raw/27750/pg27750.txt.utf8
2807,25122,alfred t mahan,from sail to steam recollections of naval life,raw/25122/pg25122.txt.utf8
